,,,
Referrer,Count,Label,Types
P4702,2,Google Arts & Culture partner ID'@en,"Wikidata property related to art'@en,'Wikidata property for authority control for museums'@en"
P4705,2,ZXDB ID'@en,Wikidata property to identify video games'@en
P4711,2,CHGIS ID'@en,Wikidata property for authority control for places'@en
P4723,2,GSMArena phone ID'@en,Wikidata property for an identifier'@en
P4728,2,uBio ID'@en,Wikidata property to identify taxa'@en
P473,2,local dialing code'@en,Wikidata property for a multi-source identifier'@en
P4754,2,Harvard botanical journal ID'@en,"Wikidata property related to plants and botany'@en,'Wikidata property for authority control for academic journals'@en,'Wikidata property for an identifier that suggests notability'@en"
P4765,2,Commons compatible image available at URL'@en,Wikidata property related to art'@en
P4783,2,Movieplayer film ID'@en,Wikidata property to identify films'@en
P4784,2,Movieplayer TV-series ID'@en,Wikidata property to identify television shows'@en
P4791,2,commanded by'@en,"Wikidata property for items about organizations'@en,'Wikidata property for items about military'@en"
P4801,2,LoC and MARC vocabularies ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for a multi-source identifier'@en,'Wikidata property related to a thesaurus'@en"
P4803,2,Amtrak station code'@en,Wikidata property to identify railway stations'@en
P4816,2,Lemon 64 identifier'@en,"Wikidata property to identify video games'@en,'Wikidata property for authority control for works'@en"
P4834,2,Deutsche Synchronkartei series ID'@en,Wikidata property to identify television shows'@en
P4846,2,Lemon Amiga identifier'@en,Wikidata property to identify video games'@en
P4858,2,Atari Legend identifier'@en,"Wikidata property for an identifier'@en,'Wikidata property related to video games'@en"
P4871,2,GEPRIS organization ID'@en,"Wikidata property to identify organizations'@en,'Wikidata property related to research'@en"
P4893,2,X Games athlete ID'@en,"Wikidata property related to sport events'@en,'Wikidata property for authority control for sports people'@en"
P4899,2,Brooklyn Museum Exhibition ID'@en,"Wikidata property related to New York City'@en,'Wikidata property related to museums'@en,'Wikidata property for an identifier'@en,'Wikidata property related to events'@en,'Wikidata property related to art'@en"
P4905,2,KMSKA work PID'@en,"Wikidata property related to museums'@en,'Wikidata property to identify artworks'@en"
P492,2,OMIM ID'@en,"Wikidata property related to medicine'@en,'Wikidata property to identify genes'@en"
P4925,2,Rugby Football Union women\'s player ID'@en,"Wikidata property for authority control for rugby union players'@en,'Wikidata property related to women\'s sport'@en,'Wikidata property for an identifier that suggests notability'@en"
P5023,2,activity policy in this place'@en,"Wikidata property for items about places'@en,'Wikidata property related to law and justice'@en"
P5054,2,cabinet'@en,"Wikidata qualifier'@en,'Wikidata property for items about people'@en,'Wikidata property for items about organizations'@en,'Wikidata property related to politics'@en"
P5121,2,All About Jazz musician ID'@en,Wikidata property for authority control of musicians and musical ensembles'@en
P5137,2,item for this sense'@en,Wikidata property for lexicographic senses'@en
P5163,2,Odnoklassniki ID'@en,Wikidata property to identify online accounts'@en
P5168,2,applies to name of item'@en,"Wikidata qualifier'@en,'restrictive qualifier'@en"
P5202,2,adapted by'@en,Wikidata property'@en
P524,2,temporal range end'@en,"Wikidata property for items about taxa'@en,'Wikidata property related to geology'@en,'Wikidata property related to time and duration'@en"
P5288,2,StadiumDB identifier'@en,"Wikidata property for an identifier'@en,'Wikidata property related to association football'@en,'Wikidata property related to sport facilities'@en"
P5294,2,Church of Norway building ID'@en,"Wikidata property related to Lutheranism'@en,'Wikidata property for authority control of churches'@en"
P5303,2,DLCM ID'@en,Wikidata property for authority control for politicians'@en
P5369,2,Encyclopædia Universalis author ID'@en,Wikidata property for an identifier'@en
P5372,2,Dictionnaire critique des historiens de l\'art ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to art'@en,'Wikidata property related to historiography'@en,'Wikidata property related to encyclopedias'@en"
P5381,2,EGROKN ID'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property for an identifier'@en,'Wikidata property for an identifier that suggests notability'@en"
P5393,2,cipM poet ID'@en,"Wikidata property related to poetry'@en,'Wikidata property for authority control for writers'@en,'Wikidata property for an identifier that suggests notability'@en"
P5423,2,floor number'@en,Wikidata property'@en
P5429,2,IPTC NewsCode'@en,"Wikidata property for authority control'@en,'Wikidata property for an identifier that suggests notability'@en"
P5442,2,Library of Congress of Chile person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for an identifier'@en,'Wikidata property related to politics'@en,'Wikidata property for an identifier that suggests notability'@en"
P5452,2,MyHeritage Surname ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to genealogy'@en"
P5458,2,Guide to Pharmacology Target ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to medicine'@en"
P5474,2,section number'@en,"Wikidata qualifier'@en,'Wikidata property related to sport'@en"
P5496,2,Médicos históricos doctor ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to medicine'@en,'Wikidata property for an identifier that suggests notability'@en"
P5517,2,Auvergne-Rhône-Alpes Regional Inventory identifier'@en,Wikidata property for authority control for cultural heritage'@en
P5559,2,MUSE journal ID'@en,Wikidata property for authority control for academic journals'@en
P5586,2,Times Higher Education World University ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to education'@en,'Wikidata property for an identifier that suggests notability'@en"
P5619,2,FFF author ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to comics'@en"
P5629,2,Brasseur ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to mathematics'@en,'Wikidata property related to encyclopedias'@en"
P564,2,singles record'@en,"Wikidata property with datatype string that is not an external identifier'@en,'Wikidata property related to racket sports'@en,'Wikidata property related to sports people'@en"
P5640,2,Read NZ Te Pou Muramura writer ID'@en,"Wikidata property for authority control for writers'@en,'Wikidata property for an identifier that suggests notability'@en"
P5651,2,Expedia hotel ID'@en,"Wikidata property for authority control for hotels'@en,'Wikidata property related to e-commerce'@en"
P5704,2,Tasmanian Heritage Register ID'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property for an identifier that suggests notability'@en"
P5717,2,TPA person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to theater'@en"
P5782,2,DBUnico MIBACT ID'@en,"Wikidata property to identify architectural structures'@en,'Wikidata property for an identifier that suggests notability'@en"
P5816,2,state of conservation'@en,Wikidata property'@en
P5845,2,AnimeClick anime ID'@en,"Wikidata property to identify anime television shows, episodes and films'@en"
P5847,2,AnimeClick character ID'@en,Wikidata property to identify anime and manga characters'@en
P5874,2,re3data repository ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for an identifier that suggests notability'@en"
P5884,2,Dapodikdasmen ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to education'@en"
P5891,2,Bpk-ID'@en,Wikidata property to identify artworks'@en
P5914,2,IANA Root Zone Database ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for an identifier that suggests notability'@en"
P5958,2,Women\'s Japan Basketball League ID'@en,"Wikidata property for authority control for basketball players'@en,'Wikidata property related to women\'s sport'@en,'Wikidata property for an identifier that suggests notability'@en"
P5987,2,Indiancine.ma film ID'@en,Wikidata property to identify films'@en
P6009,2,Techopedia ID'@en,"Wikidata property related to subject dictionaries'@en,'Wikidata property for an identifier'@en,'Wikidata property for an identifier that suggests notability'@en"
P6037,2,ProsopoMaths ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to mathematics'@en"
P6056,2,Red List of South African Plants ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en"
P6060,2,MoEML ID'@en,"Wikidata property related to London'@en,'Wikidata property for authority control for places'@en,'Wikidata property related to the Early Modern period'@en"
P6081,2,RIA Novosti reference'@en,"Wikidata property to identify topics'@en,'Wikidata property for an identifier that suggests notability'@en"
P6082,2,NYC Building Identification Number (BIN)'@en,"Wikidata property related to New York City'@en,'Wikidata property to identify architectural structures'@en"
P609,2,terminus location'@en,"Wikidata property to indicate a location'@en,'Wikidata property related to transport'@en"
P6162,2,Luding game publisher ID'@en,"Wikidata property to identify publishers'@en,'Wikidata property related to games and leisure activities'@en,'Wikidata property for an identifier that suggests notability'@en"
P6173,2,Bitraga author ID'@en,"Wikidata property related to literature'@en,'Wikidata property for authority control for writers'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property for authority control (libraries)'@en"
P6176,2,Cal-IPC ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en,'Wikidata property related to invasive species'@en"
